Country,City,Latitude,Longitude,ID
Australia,Orford,42.62751,-89.25317,1714
Belgium,Hechtel-Eksel,51.14166,5.37609,2506
Germany,Freiburg,47.9959,7.85222,1346
India,Srinagar,34.08565,74.80555,536
Australia,Colac,-38.339,143.58488,387
Nigeria,Lagos,6.45407,3.39467,258
Netherlands (Kingdom of the),De Bilt,52.11,5.18056,144
Oman,Raysut,16.95022,53.96737,1414
Oman,Dibba,30.69363,77.77171,1396
Viet Nam,Cần Thơ,10.0451,105.7462,620
Denmark,Torshavn,62.00973,-6.77164,582
Japan,Tokyo,35.6895,139.69171,183
Belgium,Farciennes,50.43006,4.54152,2449
Belgium,Bekkevoort,50.94074,4.969,2336
Belgium,Eeklo,51.18703,3.55654,2431
Chile,Punta Arenas,-53.15483,-70.91129,105
Belgium,Zele,51.06566,4.0403,2860
Belgium,Baarle-Hertog,51.40504,4.89226,2324
Belgium,Roeselare,50.94653,3.12269,2735
Belgium,Jabbeke,51.18185,3.08935,2550
Belgium,Tielt,50.99931,3.32707,2797
Chile,Santiago,19.45083,-70.69472,103
Australia,Fingal,46.76053,-97.79038,1811
Belgium,Wellin,50.08133,5.11413,2841
Guinea-Bissau,Bissau,11.86357,-15.59767,346
Spain,Siguenza,41.06892,-2.64308,2906
Somalia,Mogadishu,2.03711,45.34375,2100
Nigeria,Enugu,6.44132,7.49883,3505
Montenegro,Podgorica,42.44111,19.26361,1378
France,Toulouse,43.60426,1.44367,1058
Belgium,Sombreffe,50.52865,4.60087,2776
Belgium,Koekelberg,50.86117,4.33136,2570
Iran (Islamic Republic of),Bushehr,28.96887,50.83657,940
Belgium,Neerpelt,51.22807,5.4427,2674
Portugal,Beja,36.72564,9.18169,2220
New Caledonia,Noumea,-22.27407,166.44884,296
Australia,Port Lincoln,-34.72625,135.87442,481
Italy,Perugia,43.1122,12.38878,1949
Viet Nam,Bắc Kạn,22.147,105.8326,193
Belgium,Sprimont,50.50922,5.6595,2781
TÃ¼rkiye,Erzurum,39.90861,41.27694,53
Netherlands (Kingdom of the),Maastricht,50.84833,5.68889,147
Viet Nam,Bắc Ninh,21.1861,106.0763,707
Belgium,Lanaken,50.89318,5.6468,2588
Spain,Murcia,37.98704,-1.13004,1779
South Africa,Upington,-28.44776,21.25612,2993
Viet Nam,Nghệ An,18.6667,105.6667,495
Australia,Dalby,55.51698,10.65922,392
Iraq,Nasiriya,31.05799,46.25726,1468
Chile,La Serena,-29.90591,-71.25014,2203
Oman,Qairoon,17.25132,54.08604,1413
France,Mont-de-Marsan,43.89022,-0.49713,3564
Belgium,Momignies,50.0271,4.16519,2660
Oman,Ibri,23.22573,56.51572,1402
United Kingdom of Great Britain and Northern Ireland,Bangor,44.79884,-68.77265,1897
Iran (Islamic Republic of),Orumiyeh,37.55274,45.07605,1454
France,Belfort,47.64218,6.85385,3608
Australia,Echuca,-36.14057,144.75185,396
France,La Trinite,14.73807,-60.96319,3618
Romania,Constanta,44.18073,28.63432,2092
Mozambique,Pemba,-12.97395,40.51775,120
United Arab Emirates,Dubai,25.07725,55.30927,1190
Netherlands (Kingdom of the),Den Helder,52.95988,4.75933,141
Spain,Xativa,38.99042,-0.51852,2914
Myanmar,Thandwe,18.46537,94.36563,2159
Mexico,Cuernavaca,18.9261,-99.23075,1281
Switzerland,Zurich,47.36667,8.55,312
Iran (Islamic Republic of),Ghazvin,36.06191,50.47036,1447
Spain,Girona,41.98311,2.82493,1768
Australia,Wangaratta,-36.35846,146.32056,505
Australia,The Corner,18.01667,-63.08333,1825
Belgium,Middelkerke,51.18532,2.82077,2656
United States,West Virginia,38.491226,-80.954453,3847
Guyana,Ebini,5.566,-57.785,1491
Russian Federation,Kemerovo,55.33333,86.08333,1008
Australia,Castlemaine,-37.06709,144.21684,1663
Mexico,Mazatlan,23.2329,-106.4062,1289
Belgium,Mons,50.45413,3.95229,2661
Afghanistan,Herat,34.34817,62.19967,1183
Slovakia,Bratislava,48.14816,17.10674,41
Oman,Bahla,27.77535,71.40619,1394
Venezuela,San Fernando,15.03425,120.68445,1203
French Polynesia,Mangareva,-23.10224,-134.96703,3629
Spain,Lleida,41.61674,0.62218,1775
United States,Michigan,43.326618,-84.536095,3821
Belgium,Lubbeek,50.88278,4.83896,2627
New Zealand,Dunedin,-45.87416,170.50362,1550
India,Mukteshwar,29.4722,79.6479,1609
Bangladesh,Chittagong,22.3384,91.83168,1164
Belgium,Faimes,50.66252,5.26005,2448
China,Tangshan,39.64381,118.18319,1859
Indonesia,Yahukimo,-4.85614,139.48105,3499
Belgium,Olne,50.58994,5.74662,2686
New Caledonia,Thio,-21.61667,166.21667,1486
New Zealand,Rotorua,-38.13874,176.24516,1559
Iran (Islamic Republic of),Tabriz,38.08,46.2919,937
Hungary,Pecs,46.0725,18.23083,64
Belgium,Seneffe,50.53135,4.26301,2756
Lebanon,Beirut,33.89332,35.50157,214
Belgium,Bierbeek,50.82876,4.75949,2349
Peru,Pucallpa,-8.37915,-74.55387,1375
Belgium,Kuurne,50.85143,3.2824,2581
Viet Nam,Bắc Giang,21.2731,106.1946,849
Viet Nam,Bến Tre,10.2424,106.3752,833
Mozambique,Lichinga,-13.31278,35.24056,119
Hungary,Bekescsaba,46.68333,21.1,3010
Belgium,Bever,50.71635,3.94117,2346
Costa Rica,Turrialba,9.90371,-83.68361,1116
French Polynesia,Taravao,-17.73333,-149.31667,3633
Australia,Tarraleah,-42.30153,146.44917,1734
Viet Nam,Hậu Giang,9.7845,105.4735,463
Belgium,Niel,51.11096,4.33428,2678
Belgium,Brugelette,50.59577,3.85363,2375
Colombia,Villavicencio,4.142,-73.62664,890
United States,Ohio,40.388783,-82.764915,3834
Belgium,Modave,50.44614,5.29532,2657
Belgium,Wemmel,50.90812,4.30613,2842
Australia,Coonawarra,-37.2906,140.83441,391
Belgium,Neupre,50.54387,5.48012,2676
Japan,Naha,26.213,127.67851,186
Viet Nam,Hải Dương,20.9391,106.3146,215
Norway,Oslo,59.91273,10.74609,21
Belgium,Eupen,50.6279,6.03647,2445
Viet Nam,Quảng Ninh,20.95,107.0833,688
Botswana,Maun,-19.98333,23.41667,1544
Papua New Guinea,Rabaul,-4.20037,152.16296,1431
Viet Nam,Thừa Thiên Huế,16.4633,107.5847,326
Australia,Liverpool,53.41058,-2.97794,440
French Polynesia,Tahiti,-17.65601,-149.41916,297
Burundi,Bujumbura,-3.38193,29.36142,1519
France,Poitiers,46.58261,0.34348,3604
China,Shanghai,31.22222,121.45806,240
Armenia,Sevan,40.548,44.95314,68
United Kingdom of Great Britain and Northern Ireland,Plymouth,50.37153,-4.14305,1906
Australia,Swansea,51.62079,-3.94323,497
Viet Nam,Quảng Nam,15.5667,108.4833,149
India,Bangalore,12.97194,77.59369,523
Brazil,Curitiba,-25.42778,-49.27306,1066
France,Metz,49.11911,6.17269,3580
France,Pamandzi,-12.79674,45.27938,3625
New Zealand,Kaikoura,-42.41667,173.68333,2115
India,Karnal,29.69197,76.98448,1598
Belgium,Buggenhout,51.0159,4.20173,2378
India,Bhopal,23.25469,77.40289,524
China,Datong,40.09361,113.29139,1836
Germany,Dresden,51.05089,13.73832,1343
Venezuela,Guiria,10.57721,-62.29841,2057
Belgium,Liedekerke,50.86892,4.08743,2608
Italy,Palermo,38.1166,13.3636,605
Belgium,Kontich,51.13213,4.44706,2572
Viet Nam,Vĩnh Long,10.2536,105.9723,920
Costa Rica,Sixaola,9.50371,-82.612,1117
Bhutan,Bhur,30.78853,73.12157,2954
Australia,Waratah,-41.44367,145.53287,1827
Belgium,La Roche-En-Ardenne,50.18361,5.57547,2585
El Salvador,San Salvador,13.68935,-89.18718,282
Lithuania,Kaunas,54.90272,23.90961,607
Spain,Gijon,43.53573,-5.66152,2184
Peru,Iquitos,-3.74912,-73.25383,111
Spain,Ceuta,35.88919,-5.32042,1763
Belgium,Zutendaal,50.93306,5.5753,2872
Poland,Rzeszow,50.04132,21.99901,2169
Democratic People's Republic of Korea,Pyongyang,39.03385,125.75432,230
Malaysia,Sandakan,5.8402,118.1179,91
Bulgaria,Plovdiv,42.15,24.75,1422
Viet Nam,Phú Thọ,21.3235,105.4011,252
Thailand,Kanchanaburi,14.00412,99.54832,574
Finland,Kuopio,62.89238,27.67703,171
Australia,Prospect,41.50232,-72.97872,1721
Viet Nam,Thái Bình,20.4463,106.3364,872
Indonesia,Mataram,-8.58333,116.11667,2254
Madagascar,Antalaha,-14.90033,50.27876,2996
Australia,Walpeup,-35.13333,142.03333,1744
Thailand,Mae Hong Son,19.30029,97.96852,565
Mongolia,Tsetserleg,47.475,101.45417,1142
Ecuador,Cuenca,-2.90055,-79.00453,2047
Chile,Puerto Montt,-41.4693,-72.94237,104
Nepal,Dhankuta,26.98333,87.33333,2102
Azerbaijan,Lenkaran,43.02799,-2.27886,20
Poland,Suwalki,54.07278,22.89917,585
Botswana,Kasane,-17.80165,25.16024,1545
Kenya,Moyale,3.52661,39.0561,2952
United Kingdom of Great Britain and Northern Ireland,Ullapool,57.89872,-5.16039,1912
Belgium,Sankt Vith,50.28146,6.12724,2750
Czechia,Brno,49.19522,16.60796,693
Israel,Mizpe Ramon,30.60944,34.80111,1933
Morocco,Tanger,24.18333,-102.71667,3521
Uzbekistan,Samarkand,39.65417,66.95972,116
Iran (Islamic Republic of),Ilam,33.6374,46.4227,1451
Norway,Bergen,60.39299,5.32415,22
Bhutan,Trashigang,27.3331,91.55424,2957
Colombia,San Jose Del Guaviare,2.57286,-72.64591,1648
Colombia,Neiva,2.9273,-75.28189,877
Malaysia,Alor Setar,6.12104,100.36014,75
United Kingdom of Great Britain and Northern Ireland,Newcastle,-27.75796,29.9318,29
Botswana,Francistown,-21.17,27.50778,1543
United Republic of Tanzania,Mtwara,-10.26667,40.18333,668
Armenia,Yerevan,40.18111,44.51361,66
Philippines,Tuguegarao,17.61577,121.72285,1094
Australia,Mackay,-21.15345,149.16554,443
Greece,Larissa,39.63689,22.41761,2284
Morocco,Fes,34.03313,-5.00028,3515
Australia,Kerang,-2.2333,116.0718,1682
Australia,Phillip Island,-38.48349,145.23102,1716
Nepal,Taplejung,27.35709,87.67229,3510
Serbia,Pristina,42.67272,21.16688,1391
Honduras,Tegucigalpa,14.0818,-87.20681,283
Italy,Torino,45.07049,7.68682,1952
Lao People's Democratic Republic,Pakse,15.12022,105.79898,646
Morocco,Oujda,34.68139,-1.90858,3518
Burkina Faso,Gaoua,10.33137,-3.18202,1531
Pakistan,Lahore,31.558,74.35071,891
Uganda,Tororo,0.69299,34.18085,1941
Israel,Nazareth,32.70056,35.29722,1934
India,Puducherry,11.93381,79.82979,1615
Russian Federation,Murmansk,68.97398,33.09747,967
Armenia,Kapan,39.20755,46.40576,69
Bhutan,Paro,27.4305,89.41334,1273
Australia,Currie,-39.92976,143.85385,1670
Viet Nam,Lai Châu,22.3959,103.4621,960
Poland,Torun,53.01375,18.59814,2170
Uzbekistan,Termez,37.22417,67.27833,117
Uzbekistan,Nukus,42.45306,59.61028,118
Russian Federation,Tiksi,71.69075,128.86523,1040
Belgium,Beringen,51.04954,5.22606,2338
Australia,Hobart,-42.87936,147.3294,316
India,Varanasi,25.31668,83.01041,1628
Spain,Segovia,40.94808,-4.11839,1787
Kenya,Makindu,-2.27808,37.81867,1797
Austria,Vienna,48.20849,16.37208,17
Bangladesh,Barishal,22.70497,90.37013,1168
Australia,Gold Coast,-28.00029,153.43088,405
Bahamas,Inagua,20.97565,-73.67509,1634
China,Daqing,46.58333,125.0,1835
Australia,Nhill,-36.33333,141.65005,1711
Sri Lanka,Colombo,6.93548,79.84868,227
Australia,Leinster,-27.92028,120.6967,438
Belgium,Alveringem,51.01238,2.71117,2298
United Republic of Tanzania,Tanga,-5.06893,39.09875,671
Malaysia,Ipoh,4.5841,101.0829,77
Australia,Wilsons Promontory,-38.96022,146.36774,1748
Ghana,Techiman,7.59054,-1.93947,2980
Lesotho,Oxbow,44.28728,-75.623,1336
Kenya,Kitale,1.01572,35.00622,2948
Slovenia,Portoroz,45.51429,13.59206,1925
Philippines,Roxas,17.11894,121.62014,1099
Australia,Glen Innes,-29.73485,151.7385,1319
Russian Federation,Cherkessk,44.22333,42.05778,1111
Botswana,Ghanzi,-21.69785,21.64581,1546
Colombia,Arauca,7.08471,-70.75908,867
India,Indore,22.71792,75.8333,1590
Spain,Sitges,41.23506,1.81193,2197
Belgium,Dilsen-Stokkem,51.03055,5.73469,2420
Australia,Yeppoon,-23.12683,150.74406,513
Viet Nam,Yên Bái,21.7051,104.8751,734
Lithuania,Klaipeda,55.7068,21.13912,608
Belgium,Gouvy,50.186,5.93917,2485
United States,Alabama,32.806671,-86.79113,3800
Iraq,Baghdad,33.34058,44.40088,1464
Guatemala,Guatemala City,14.64072,-90.51327,906
CÃ´te d'Ivoire,Bouake,7.69385,-5.03031,2879
Belgium,Brasschaat,51.2912,4.49182,2371
Romania,Botosani,47.75,26.66667,2090
China,Luoyang,34.67345,112.43684,1845
Burkina Faso,Ouahigouya,13.58278,-2.42158,1533
Brazil,Rio De Janeiro,-22.90642,-43.18223,1080
Israel,Tel Aviv,32.08088,34.78057,44
TÃ¼rkiye,Van,38.49457,43.38323,1370
Poland,Olsztyn,53.77995,20.49416,2168
Viet Nam,Bình Phước,11.7516,106.8778,347
Vanuatu,Lakatoro,-16.09992,167.41637,1469
Spain,Cordoba,-31.40648,-64.18853,1765
Belgium,Nazareth,32.70056,35.29722,2673
Japan,Nagoya,35.18147,136.9064,355
Hungary,Szombathely,47.23088,16.62155,3014
Serbia,Zlatibor,43.729,19.70029,1392
Oman,Rustaq,23.39083,57.42444,1415
Belgium,Profondeville,50.37581,4.86506,2717
Belgium,Philippeville,50.19612,4.54374,2712
Belgium,Drogenbos,50.78733,4.31471,2426
China,Yinchuan,38.46806,106.27306,544
Mexico,Morelia,19.70078,-101.18443,1292
Belgium,Nevele,51.03531,3.54574,2677
Belgium,Roosdaal,50.83333,4.08333,2737
CÃ´te d'Ivoire,Bondoukou,8.0402,-2.80003,2878
Philippines,Tacloban,11.24333,125.00472,1102
Portugal,Portalegre,39.29379,-7.43122,2228
France,Rennes,48.11198,-1.67429,3559
Australia,New Norfolk,-42.78261,147.0587,1710
Russian Federation,Penza,53.20066,45.00464,998
Spain,Figueres,42.26645,2.96163,2183
Dominican Republic,Puerto Plata,19.79344,-70.6884,595
China,Zhangjiakou,40.78341,114.87139,1869
India,Pune,18.51957,73.85535,535
Spain,San Sebastian de la Gomera,28.09163,-17.11331,2194
China,Nanjing,32.06167,118.77778,350
Belgium,Durbuy,50.35291,5.45631,2428
Belgium,Bastogne,50.00347,5.71844,2328
Belgium,Hannut,50.67142,5.07898,2501
Viet Nam,Bình Định,13.782,109.2194,133
Belgium,Mont-Saint-Guibert,50.63427,4.61061,2663
Belgium,Hastiere,50.21658,4.81639,2504
Indonesia,Pontianak,-0.03194,109.325,653
Peru,Arequipa,-16.39889,-71.535,109
Malaysia,Melaka,-6.2305,106.9325,86
Belgium,Kortenberg,50.88982,4.54353,2575
Nigeria,Maiduguri,11.84692,13.15712,3507
China,Shangqiu,34.45,115.65,1851
Belgium,Jette,50.87309,4.33419,2553
Spain,Manresa,41.72815,1.82399,2900
Japan,Sapporo,43.06667,141.35,181
Spain,Trujillo,-8.11599,-79.02998,2910
Romania,Arad,46.18333,21.31667,2089
Belgium,Ramillies,50.63395,4.90119,2724
Australia,Katherine,-14.46517,132.26347,425
CÃ´te d'Ivoire,Abidjan,5.35444,-4.00167,2876
Myanmar,Katha,24.17541,96.34144,2144
Australia,Mortlake,51.46945,-0.26749,1698
France,Evry,48.6328,2.44049,3609
Spain,Logrono,42.46667,-2.45,1776
Germany,Hamburg,53.55073,9.99302,55
Turkmenistan,Ashgabat,37.95,58.38333,212
Mongolia,Tosontsengel,48.75667,98.28389,1136
Mongolia,Undurkhaan,47.31944,110.65556,1151
Guyana,Bartica,6.40799,-58.62192,1490
Indonesia,Samarinda,-0.49167,117.14583,2261
Guyana,Georgetown,6.80448,-58.15527,289
France,Sainte-Marie,-20.89686,55.55056,3623
Australia,Marble Bar,-21.17067,119.74441,1251
French Polynesia,Rapa,46.78265,22.02446,3632
Azerbaijan,Ganja,40.68278,46.36056,19
Croatia,Dubrovnik,42.64125,18.10909,74
Spain,Vinaros,40.47033,0.47559,2913
Kenya,Eldoret,0.52036,35.26993,854
Belgium,Sint-Jans-Molenbeek,50.8499,4.31248,2764
Spain,Santa Cruz de La Palma,28.68351,-17.76421,2195
Belgium,Ecaussinnes,50.56865,4.18398,2429
Belgium,Landen,50.75267,5.082,2589
China,Yangquan,37.8575,113.56333,1865
Chile,Concepcion,-36.82699,-73.04977,2202
Belgium,Willebroek,51.06041,4.36019,2851
Spain,Aranda de Duero,41.67041,-3.6892,2175
Somalia,Hargeisa,9.56,44.065,2099
Republic of Korea,Gangneung,37.75266,128.87239,333
Belgium,Walcourt,50.25401,4.43796,2830
Belgium,Dilbeek,50.84799,4.25972,2419
Ghana,Navrongo,10.89469,-1.09083,1386
Australia,Batemans Bay,-35.70658,150.17542,363
Papua New Guinea,Madang,-5.22152,145.78696,1430
Serbia,Nis,43.32472,21.90333,1389
Viet Nam,Giang,10.5185,105.1152,168
Peru,Juliaca,-15.5,-70.13333,1376
Iran (Islamic Republic of),Gorgan,36.8427,54.44391,1449
Belgium,Putte,51.05337,4.63263,2718
Belgium,Linkebeek,50.76781,4.33688,2616
Australia,Lajamanu,-18.33583,130.63834,1686
Senegal,Kaolack,14.15197,-16.07259,2920
Viet Nam,TP. Hồ Chí Minh,10.8231,106.6297,521
Colombia,Cartagena,10.39972,-75.51444,161
Belgium,Houthulst,50.97824,2.9505,2537
Australia,Katoomba,-33.71977,150.30739,426
Spain,Tarancon,40.00851,-3.00731,2907
Djibouti,Djibouti,11.58901,43.14503,250
Vanuatu,Lenakel,-19.53087,169.2676,1470
Burundi,Rwegura,-2.9174,29.516,1525
Lesotho,Mohale's Hoek,-30.15137,27.47691,1332
France,Valence,39.47391,-0.37966,3552
Cameroon,Buea,4.15342,9.24231,3016
United States,Nebraska,41.12537,-98.268082,3826
Belarus,Minsk,53.9,27.56667,205
France,Aurillac,44.92539,2.43983,3541
Dominican Republic,Santo Domingo,18.47186,-69.89232,281
Australia,Taree,-31.91099,152.45387,500
Belgium,Sint-Gillis,50.82763,4.34389,2762
United States,Minnesota,45.694454,-93.900192,3822
Sudan,Nyala,12.04888,24.88069,1539
Israel,Tiberias,32.79221,35.53124,45
Armenia,Dilijan,40.74037,44.86344,2079
United Kingdom of Great Britain and Northern Ireland,Swansea,51.62079,-3.94323,1910
Chad,Ndjamena,12.01474,14.72028,256
Morocco,Casablanca,33.58831,-7.61138,179
Ethiopia,Gode,5.95056,43.55186,1920
Nigeria,Ilorin,8.49664,4.54214,3506
Oman,Saiq,23.07542,57.64342,1416
United States,Maryland,39.063946,-76.802101,3819
United Kingdom of Great Britain and Northern Ireland,Armagh,54.35,-6.66667,1895
Mongolia,Bulgan,48.8125,103.53472,1145
France,Annecy,45.90878,6.12565,3593
Qatar,Doha,25.28545,51.53096,221
Belgium,Harelbeke,50.85343,3.30935,2502
Belgium,Quaregnon,50.44067,3.8653,2720
Panama,Anton,8.39677,-80.26499,1244
Suriname,Sipaliwini,2.02651,-56.12632,2088
Cyprus,Prodromos,39.37571,21.97493,1886
Viet Nam,Hòa Bình,20.8171,105.3375,511
Indonesia,Palembang,-2.91673,104.7458,2257
El Salvador,San Miguel,13.48333,-88.18333,1188
Madagascar,Maintirano,-18.06354,44.02951,3002
United States,Maine,44.693947,-69.381927,3818
Algeria,Tamanrasset,22.785,5.52278,1362
Belgium,Scherpenheuvel-Zichem,51.01041,4.97492,2753
Denmark,Copenhagen,55.67594,12.56553,190
Czechia,Pilsen,49.74747,13.37759,2161
Belgium,Fosses-La-Ville,50.39517,4.69623,2463
Dominica,Melville Hall Airport,15.5466,-61.30119,287
Portugal,Porto,41.14961,-8.61099,3
New Zealand,Gore,35.52926,-95.11718,2111
Belgium,Maasmechelen,50.96545,5.69452,2631
Guinea,Faranah,10.04036,-10.74343,930
Myanmar,Homalin,24.86667,94.90916,2141
India,Port Blair,11.66613,92.74635,1616
Armenia,Vanadzor,40.80456,44.4939,67
Zimbabwe,Gokwe,-18.20476,28.9349,955
Nepal,Dhangadhi,28.70159,80.58991,2961
Spain,Aranjuez,40.03108,-3.60246,2885
Belgium,Frameries,50.40578,3.89603,2464
Greece,Thessaloniki,40.64361,22.93086,178
Haiti,Port-au-Prince,18.54349,-72.33881,1500
China,Yichang,30.71444,111.28472,1867
French Polynesia,Takaroa,-14.45621,-145.0263,3634
Cyprus,Nicosia,35.17531,33.3642,1441
Chad,Sarh,9.14555,18.38331,1172
Malaysia,Langkawi,5.68333,115.93333,85
Georgia,Tbilisi,41.69411,44.83368,209
Sweden,Lulea,65.58415,22.15465,3020
India,Allahabad,36.13848,58.64241,1565
Ecuador,Quito,-0.22985,-78.52495,291
Viet Nam,Ninh Thuận,11.5647,108.9892,208
Algeria,Algiers,36.73225,3.08746,242
British Caribbean Territories,Cayman Islands,19.5,-80.66667,96
Viet Nam,Nam Định,20.4231,106.1681,160
Senegal,Saint-Louis,16.01793,-16.48962,2928
China,Xiangfan,32.0422,112.14479,1879
Belgium,Sambreville,50.43444,4.63263,2749
Belgium,Kalmthout,51.38442,4.47556,2557
Belgium,Puurs,51.07409,4.28844,2719
Cameroon,Garoua,9.30143,13.39771,1515
Zimbabwe,Mutare,-18.9707,32.67086,954
Belgium,Wichelen,51.00526,3.97683,2848
Viet Nam,Hà Tĩnh,18.3421,105.9038,645
Cameroon,Ngaoundere,7.32765,13.58472,1514
India,Ambala,30.36099,76.79782,1638
Angola,Luanda,-8.83682,13.23432,261
United States,Oklahoma,35.565342,-96.928917,3835
Rwanda,Rubavu,-1.6894,29.3025,1510
Republic of Korea,Busan,35.10168,129.03004,336
Belgium,Habay,49.72329,5.61999,2492
Indonesia,Balikpapan,-1.26753,116.82887,2234
South Africa,Rustenburg,-25.66756,27.24208,2992
Samoa,Apia,-13.83333,-171.76666,1230
Belgium,Libin,49.98107,5.25612,2605
Australia,Mudgee,-32.59426,149.5871,464
Australia,Busselton,-33.65249,115.3455,377
Vanuatu,Sola,-13.87611,167.55167,1472
Kuwait,Kuwait City,29.36972,47.97833,1498
Austria,Innsbruck,47.26266,11.39454,905
Belgium,Oud-Turnhout,51.31978,4.9841,2697
Guyana,Mabaruma,8.2,-59.78333,1495
Uruguay,Montevideo,-34.90328,-56.18816,293
Slovakia,Kosice,48.71395,21.25808,1228
Germany,Koeln,50.93333,6.95,56
Dominican Republic,Montecristi,-1.04576,-80.65889,594
Viet Nam,Đồng Nai,10.9575,106.8427,278
South Africa,Nelspruit,-25.47512,30.96935,2988
Russian Federation,Vladimir,56.13655,40.39658,987
Panama,Los Santos,7.93445,-80.41218,1243
Belgium,Houffalize,50.13235,5.78962,2535
TÃ¼rkiye,Zonguldak,41.45139,31.79305,1371
Belgium,Izegem,50.91396,3.21378,2549
Viet Nam,Vĩnh Phúc,21.3089,105.6047,456
Mexico,Tijuana,32.5027,-117.00371,1299
Latvia,Ventspils,57.39485,21.56121,176
Belgium,Les Bons Villers,50.53209,4.43504,2601
Belgium,Saint-Leger,49.61196,5.65688,2746
Rwanda,Ngoma,-2.21667,30.46667,1505
Ghana,Koforidua,6.09408,-0.25913,2975
Libya (State of),Sirte,31.20892,16.58866,1181
Viet Nam,Lào Cai,22.4856,103.9707,108
Colombia,Buenaventura,3.58333,-77.0,1642
Belgium,Tienen,50.80745,4.9378,2799
France,Pontoise,49.05,2.1,3613
China,Hangzhou,30.29365,120.16142,556
Portugal,Guarda,40.53733,-7.26575,2225
El Salvador,Acajutla,13.59278,-89.8275,1187
Belgium,Galmaarden,50.75389,3.97121,2467
Australia,Alyangula,-13.85413,136.4213,357
Uganda,Kabale,-1.24857,29.98993,1938
China,Taibei,34.7,119.23333,354
Belgium,Brecht,51.35024,4.63829,2372
Spain,Tarragona,41.11905,1.24544,1789
Sudan,Dongola,19.18163,30.47689,1536
Belgium,Anhee,50.31039,4.87827,2304
Cameroon,Ebolowa,2.9,11.15,3017
Burkina Faso,Boromo,11.74542,-2.93006,1527
Suriname,Djoemoe,4.0229,-55.46812,2082
France,Paris,48.85341,2.3488,194
New Zealand,Timaru,-44.39672,171.25365,2130
Belgium,Villers-Le-Bouillet,50.57708,5.25945,2817
Belgium,Aalter,51.09017,3.44693,2292
Bangladesh,Sylhet,24.89904,91.87198,1165
Zimbabwe,Bulawayo,-20.15,28.58333,950
Portugal,Viana do Castelo,41.69323,-8.83287,2231
Australia,Lakes Entrance,-37.86679,148.00159,1689
Belgium,Rendeux,50.23423,5.50414,2729
Cambodia,Mondulkiri,12.46345,107.18695,3647
Viet Nam,Cà Mau,9.1769,105.1501,365
Slovakia,Lucenec,48.33249,19.66708,1226
Lithuania,Vilnius,54.68916,25.2798,204
Belgium,Ghent,51.05,3.71667,2480
United States,Illinois,40.349457,-88.986137,3812
Belgium,Sint-Laureins,51.24202,3.52441,2767
Belgium,Zulte,50.91954,3.44859,2871
Australia,Mandurah,-32.5269,115.7217,446
Cuba,Varadero,23.15678,-81.24441,705
Belgium,Lens,50.43302,2.82791,2599
India,Salem,11.65376,78.15538,1631
Japan,Osaka,34.69379,135.50107,184
Norway,Kristiansand,58.14671,7.9956,908
Ghana,Sunyani,7.33991,-2.32676,1382
Philippines,Catbalogan,11.77528,124.88611,1101
Belgium,Pepinster,50.56568,5.80386,2709
New Zealand,Wellington,-41.28664,174.77557,298
Australia,Mount Nowa Nowa,-37.69208,148.09236,1707
China,Harbin,45.75,126.65,540
Senegal,Louga,15.61867,-16.22436,2924
Spain,Almeria,36.83814,-2.45974,1756
Belgium,Le Roeulx,50.50365,4.11163,2592
Viet Nam,Hà Nam,20.5463,105.9142,696
Paraguay,Pedro Juan Caballero,-22.54722,-55.73333,1176
Russian Federation,Voronez,51.67204,39.1843,1020
Panama,David,8.42729,-82.43085,1241
Tajikistan,Dushanbe,38.53575,68.77905,211
New Zealand,Palmerston North,-40.35636,175.61113,1557
Gambia (The),Basse,52.80417,6.03194,3526
France,Nanterre,48.89198,2.20675,3610
Australia,Griffith,41.52837,-87.42365,410
Australia,Lake St Clair,-37.29713,139.9071,1688
Ethiopia,Lalibela,12.03219,39.04756,1922
Bhutan,Mongar,27.27471,91.23963,1276
Russian Federation,Ulan-Ude,51.82721,107.60627,1013
Ukraine,Kharkiv,49.98081,36.25272,2936
Pakistan,Hyderabad,17.38405,78.45636,896
New Zealand,Whangarei,-35.73167,174.32391,2136
Cuba,Camaguey,21.38083,-77.91694,708
Russian Federation,Kursk,51.73733,36.18735,1019
Guinea,Kindia,10.05692,-12.86576,924
Brazil,Salvador,-12.97563,-38.49096,1081
Mexico,Mexicali,32.62781,-115.45446,1291
Colombia,Riohacha,11.54444,-72.90722,884
Venezuela,Barcelona,41.38879,2.15899,2053
Madagascar,Sambava,-14.26667,50.16667,3007
France,Creteil,48.79266,2.46569,3612
Belgium,Villers-La-Ville,50.57953,4.53398,2816
Australia,Deniliquin,-35.53245,144.95364,393
Belgium,Boechout,51.15959,4.49195,2356
Belgium,Kaprijke,51.2172,3.61519,2561
Guinea,Mamou,10.37546,-12.09148,926
Spain,Valladolid,41.65518,-4.72372,1239
Burkina Faso,Dori,14.0341,-0.03261,1529
France,La Roche-sur-Yon,46.66974,-1.42757,3603
Belgium,Dinant,50.25807,4.91166,2421
Algeria,Bechar,31.61667,-2.21667,1435
Burkina Faso,Po,11.16972,-1.145,1534
Colombia,Palmira,3.53944,-76.30361,1646
Algeria,Oran,35.69906,-0.63588,1361
Republic of Korea,Gwangju,35.15472,126.91556,335
Lao People's Democratic Republic,Vientiane,17.96667,102.6,235
